AD_num,reported,candidate,party,votes,scrape_time
AD   30,97.98%,Julie Won,(Democratic),6387,2025-11-05_01:52:26.471718
AD   30,97.98%,John Patrick Healy,(Republican),1867,2025-11-05_01:52:26.471718
AD   30,97.98%,John Patrick Healy,(Conservative),267,2025-11-05_01:52:26.471718
AD   30,97.98%,WRITE-IN,,27,2025-11-05_01:52:26.471718
AD   34,97.98%,Julie Won,(Democratic),502,2025-11-05_01:52:26.471718
AD   34,97.98%,John Patrick Healy,(Republican),92,2025-11-05_01:52:26.471718
AD   34,97.98%,John Patrick Healy,(Conservative),19,2025-11-05_01:52:26.471718
AD   34,97.98%,WRITE-IN,,3,2025-11-05_01:52:26.471718
AD   36,97.98%,Julie Won,(Democratic),6653,2025-11-05_01:52:26.471718
AD   36,97.98%,John Patrick Healy,(Republican),886,2025-11-05_01:52:26.471718
AD   36,97.98%,John Patrick Healy,(Conservative),110,2025-11-05_01:52:26.471718
AD   36,97.98%,WRITE-IN,,23,2025-11-05_01:52:26.471718
AD   37,97.98%,Julie Won,(Democratic),17549,2025-11-05_01:52:26.471718
AD   37,97.98%,John Patrick Healy,(Republican),3399,2025-11-05_01:52:26.471718
AD   37,97.98%,John Patrick Healy,(Conservative),454,2025-11-05_01:52:26.471718
AD   37,97.98%,WRITE-IN,,91,2025-11-05_01:52:26.471718
Total,,Julie Won,(Democratic),31091,2025-11-05_01:52:26.471718
Total,,John Patrick Healy,(Republican),6244,2025-11-05_01:52:26.471718
Total,,John Patrick Healy,(Conservative),850,2025-11-05_01:52:26.471718
Total,,WRITE-IN,,144,2025-11-05_01:52:26.471718
