AD_num,reported,candidate,party,votes,scrape_time
AD   67,97.98%,Gale A. Brewer,(Democratic),31738,2025-11-05_01:52:14.996815
AD   67,97.98%,Gale A. Brewer,(Working Families),4233,2025-11-05_01:52:14.996815
AD   67,97.98%,WRITE-IN,,707,2025-11-05_01:52:14.996815
AD   68,97.98%,Gale A. Brewer,(Democratic),0,2025-11-05_01:52:14.996815
AD   68,97.98%,Gale A. Brewer,(Working Families),0,2025-11-05_01:52:14.996815
AD   68,97.98%,WRITE-IN,,0,2025-11-05_01:52:14.996815
AD   69,97.98%,Gale A. Brewer,(Democratic),10494,2025-11-05_01:52:14.996815
AD   69,97.98%,Gale A. Brewer,(Working Families),1594,2025-11-05_01:52:14.996815
AD   69,97.98%,WRITE-IN,,224,2025-11-05_01:52:14.996815
AD   75,97.98%,Gale A. Brewer,(Democratic),5957,2025-11-05_01:52:14.996815
AD   75,97.98%,Gale A. Brewer,(Working Families),724,2025-11-05_01:52:14.996815
AD   75,97.98%,WRITE-IN,,135,2025-11-05_01:52:14.996815
Total,,Gale A. Brewer,(Democratic),48189,2025-11-05_01:52:14.996815
Total,,Gale A. Brewer,(Working Families),6551,2025-11-05_01:52:14.996815
Total,,WRITE-IN,,1066,2025-11-05_01:52:14.996815
